id,l_33,l_70,l_101,l_4
doc007788,-1,-1,-1,-1
doc007789,1,1,-1,-1
doc007790,-1,-1,-1,-1
doc007791,-1,-1,-1,-1
doc007793,1,1,-1,-1
doc007794,-1,-1,-1,-1
doc007795,-1,1,-1,-1
doc007798,-1,-1,-1,-1
doc007799,-1,-1,-1,-1
doc007800,1,-1,-1,-1
doc007801,-1,-1,-1,-1
doc007802,1,-1,1,-1
doc007804,1,-1,-1,1
doc007805,-1,1,-1,-1
doc007806,-1,-1,-1,-1
doc007807,1,1,-1,1
doc007808,1,-1,-1,1
doc007809,1,-1,-1,1
doc007810,1,-1,-1,1
doc007811,1,-1,-1,-1
doc007812,1,-1,-1,-1
doc007814,1,-1,-1,-1
doc007815,-1,-1,-1,-1
doc007816,-1,-1,-1,-1
doc007817,-1,1,-1,-1
doc007818,-1,-1,-1,-1
doc007819,-1,-1,-1,-1
doc007820,-1,-1,-1,-1
doc007822,-1,-1,-1,-1
doc007823,-1,-1,-1,-1
doc007824,-1,-1,-1,-1
doc007825,-1,-1,-1,-1
doc007826,-1,-1,-1,-1
doc007827,-1,-1,1,-1
doc007830,-1,-1,1,-1
doc007831,-1,-1,-1,-1
doc007832,1,1,-1,-1
doc007833,-1,-1,-1,-1
doc007834,-1,-1,1,-1
doc007835,1,-1,-1,1
doc007837,-1,-1,1,-1
doc007838,1,-1,-1,1
doc007839,-1,-1,1,-1
doc007840,1,-1,-1,1
doc007841,-1,-1,1,-1
doc007842,-1,-1,1,-1
doc007843,1,-1,-1,1
doc007845,-1,-1,1,-1
doc007846,-1,-1,-1,-1
doc007847,-1,-1,1,-1
doc007848,1,-1,-1,1
doc007849,-1,-1,1,-1
doc007850,1,-1,-1,-1
doc007851,-1,-1,-1,-1
doc007852,-1,-1,1,-1
doc007854,1,1,-1,-1
doc007855,-1,-1,1,-1
doc007857,1,-1,-1,1
doc007858,-1,-1,-1,-1
doc007860,1,-1,-1,1
doc007861,1,-1,-1,1
doc007862,-1,-1,1,-1
doc007863,-1,-1,-1,-1
doc007865,-1,-1,-1,-1
doc007866,-1,-1,-1,-1
doc007868,-1,1,-1,-1
doc007869,-1,-1,-1,-1
doc007870,-1,-1,-1,-1
doc007871,1,-1,-1,1
doc007873,1,-1,-1,1
doc007875,1,-1,-1,1
doc007876,1,-1,-1,-1
doc007877,-1,-1,-1,-1
doc007881,-1,-1,-1,-1
doc007882,-1,-1,-1,-1
doc007885,-1,-1,1,-1
doc007886,1,-1,-1,-1
doc007887,-1,-1,-1,-1
doc007888,-1,-1,-1,-1
doc007889,1,-1,-1,-1
doc007890,-1,-1,1,-1
doc007891,-1,-1,1,-1
doc007892,1,-1,-1,1
doc007893,1,-1,-1,1
doc007895,-1,-1,-1,-1
doc007896,-1,1,1,-1
doc007897,-1,-1,-1,-1
doc007899,-1,-1,-1,-1
doc007900,-1,-1,-1,-1
doc007901,1,-1,-1,-1
doc007902,-1,-1,-1,-1
doc007903,-1,-1,-1,-1
doc007904,-1,-1,1,-1
doc007905,1,-1,-1,1
doc007906,1,-1,-1,1
doc007907,1,-1,-1,1
doc007908,-1,1,-1,-1
doc007909,-1,-1,-1,-1
doc007910,1,-1,-1,1
doc007911,1,-1,-1,1
doc007912,-1,-1,1,-1
doc007913,1,-1,-1,1
doc007914,1,-1,-1,-1
doc007915,-1,1,-1,-1
doc007916,-1,1,-1,-1
doc007917,-1,-1,1,-1
doc007918,1,-1,-1,-1
doc007919,-1,-1,1,-1
doc007920,1,-1,-1,1
doc007921,-1,-1,-1,-1
doc007922,1,-1,-1,-1
doc007923,-1,1,1,-1
doc007924,-1,-1,1,-1
doc007925,-1,-1,1,-1
doc007926,1,-1,-1,1
doc007927,-1,1,-1,-1
doc007928,-1,-1,-1,-1
doc007929,-1,-1,1,-1
doc007930,-1,1,1,-1
doc007931,-1,1,1,-1
doc007932,1,-1,-1,1
doc007933,1,-1,-1,1
doc007934,-1,1,-1,-1
doc007935,-1,-1,1,-1
doc007936,-1,-1,1,-1
doc007937,-1,-1,-1,-1
doc007938,-1,-1,-1,-1
doc007939,-1,1,-1,-1
doc007940,1,-1,-1,1
doc007941,1,-1,-1,1
doc007942,-1,-1,-1,-1
doc007943,-1,1,-1,-1
doc007944,-1,1,-1,-1
doc007945,-1,-1,1,-1
doc007946,-1,-1,1,-1
doc007947,-1,-1,1,-1
doc007948,-1,-1,1,-1
doc007949,1,-1,-1,-1
doc007950,-1,-1,1,-1
doc007951,-1,-1,1,-1
doc007952,1,1,-1,-1
doc007953,-1,-1,1,-1
doc007954,1,-1,-1,-1
doc007955,-1,-1,1,-1
doc007956,1,-1,-1,1
doc007957,1,-1,-1,1
doc007958,1,-1,-1,-1
doc007959,-1,-1,1,-1
doc007960,-1,-1,1,-1
doc007961,-1,-1,1,-1
doc007962,-1,-1,1,-1
doc007963,1,-1,-1,-1
doc007964,-1,-1,-1,-1
doc007965,-1,-1,1,-1
doc007966,-1,-1,-1,-1
doc007967,-1,-1,1,-1
doc007968,-1,-1,1,-1
doc007969,-1,-1,1,-1
doc007970,-1,1,-1,-1
doc007971,-1,-1,1,-1
doc007972,-1,-1,1,-1
doc007973,1,-1,-1,1
doc007974,-1,-1,1,-1
doc007975,1,-1,-1,-1
doc007976,1,-1,-1,1
doc007977,1,-1,-1,-1
doc007978,1,-1,-1,-1
doc007979,1,1,-1,-1
doc007980,-1,-1,1,-1
doc007981,-1,-1,1,-1
doc007982,-1,-1,1,-1
doc007983,-1,-1,1,-1
doc007984,-1,-1,1,-1
doc007985,-1,-1,1,-1
doc007986,1,-1,-1,1
doc007987,1,-1,-1,-1
doc007988,1,-1,-1,-1
doc007989,-1,-1,1,-1
doc007990,1,-1,-1,1
doc007991,1,-1,-1,-1
doc007992,1,-1,-1,-1
doc007993,1,-1,-1,-1
doc007994,1,-1,-1,-1
doc007995,-1,-1,1,-1
doc007996,1,-1,-1,-1
doc007997,1,-1,-1,1
doc007998,-1,-1,1,-1
doc007999,-1,-1,-1,-1
doc008000,1,-1,-1,-1
doc008001,1,-1,-1,1
doc008002,-1,-1,1,-1
doc008003,-1,-1,1,-1
doc008004,1,-1,-1,-1
doc008005,1,-1,-1,-1
doc008006,1,-1,-1,1
doc008007,-1,-1,-1,-1
doc008008,1,-1,-1,-1
doc008009,1,-1,-1,-1
doc008010,1,1,-1,-1
doc008011,-1,-1,1,-1
doc008012,-1,-1,1,-1
doc008013,-1,-1,-1,-1
doc008014,1,-1,-1,1
doc008015,1,-1,-1,1
doc008016,1,-1,-1,1
doc008017,-1,-1,-1,-1
doc008018,1,-1,-1,-1
doc008019,1,-1,-1,-1
doc008020,-1,-1,-1,-1
doc008021,1,-1,-1,-1
doc008022,-1,-1,-1,-1
doc008023,1,-1,-1,-1
doc008024,1,-1,-1,1
doc008025,-1,-1,1,-1
doc008026,1,-1,-1,1
doc008027,1,1,-1,1
doc008028,1,-1,-1,1
doc008029,1,-1,-1,1
doc008030,1,-1,-1,1
doc008031,1,-1,-1,1
doc008032,-1,1,-1,-1
doc008033,1,-1,-1,-1
doc008034,1,-1,-1,1
doc008035,1,-1,-1,1
doc008036,1,-1,-1,1
doc008037,1,-1,-1,1
doc008038,1,-1,-1,1
doc008039,1,-1,-1,1
doc008040,1,-1,-1,1
doc008041,1,1,1,-1
doc008042,1,1,1,-1
doc008043,-1,-1,-1,-1
doc008044,-1,1,-1,-1
doc008045,-1,1,-1,-1
doc008046,1,-1,-1,-1
doc008047,1,-1,-1,-1
doc008048,-1,1,-1,-1
doc008049,-1,1,-1,-1
doc008050,-1,1,-1,-1
doc008051,-1,1,-1,-1
doc008052,-1,1,-1,-1
doc008053,-1,1,-1,-1
doc008054,-1,-1,-1,-1
doc008055,-1,-1,1,-1
doc008056,-1,-1,-1,-1
doc008057,-1,1,-1,-1
doc008058,-1,-1,1,-1
doc008059,-1,-1,-1,-1
doc008060,-1,1,-1,-1
doc008061,1,-1,-1,-1
doc008062,1,-1,-1,1
doc008063,-1,-1,1,-1
doc008064,-1,-1,1,-1
doc008065,-1,1,-1,-1
doc008066,1,-1,-1,1
doc008067,-1,1,-1,-1
doc008068,1,-1,-1,1
doc008069,-1,1,-1,-1
doc008070,1,-1,-1,1
doc008071,-1,-1,1,-1
doc008072,1,-1,-1,1
doc008073,-1,1,-1,-1
doc008074,1,-1,1,-1
doc008075,1,1,-1,-1
doc008076,-1,-1,1,-1
doc008077,-1,1,-1,-1
doc008078,1,-1,-1,-1
doc008079,-1,-1,1,-1
doc008080,1,-1,-1,-1
doc008081,1,-1,-1,1
doc008082,1,-1,-1,-1
doc008083,-1,-1,1,-1
doc008084,1,-1,-1,-1
doc008085,-1,1,-1,-1
doc008086,-1,1,-1,-1
doc008087,-1,1,-1,-1
doc008088,-1,1,-1,-1
doc008089,-1,-1,1,-1
doc008090,-1,1,-1,-1
doc008091,-1,1,-1,-1
doc008092,-1,1,-1,-1
doc008093,-1,1,-1,-1
doc008094,-1,1,-1,-1
doc008095,-1,1,-1,-1
doc008096,-1,1,-1,-1
doc008097,-1,1,-1,-1
doc008098,-1,1,-1,-1
doc008099,-1,1,-1,-1
doc008100,-1,-1,1,-1
doc008101,-1,1,-1,-1
doc008102,1,-1,-1,-1
doc008103,-1,1,-1,-1
doc008104,-1,1,-1,-1
doc008105,-1,1,-1,-1
doc008106,-1,1,-1,-1
doc008107,1,-1,-1,-1
doc008108,-1,1,-1,-1
doc008109,-1,1,-1,-1
doc008110,-1,1,-1,-1
doc008111,-1,1,-1,-1
doc008112,1,-1,-1,1
doc008113,-1,1,-1,-1
doc008114,-1,1,-1,-1
doc008115,-1,-1,1,-1
doc008116,-1,1,-1,-1
doc008117,-1,1,-1,-1
doc008118,-1,-1,1,-1
doc008119,-1,-1,1,-1
doc008120,-1,-1,-1,-1
doc008121,-1,-1,-1,-1
doc008122,-1,-1,-1,-1
doc008123,-1,-1,-1,-1
doc008124,-1,-1,-1,-1
doc008125,-1,-1,-1,-1
doc008126,-1,-1,-1,-1
doc008127,-1,1,-1,-1
doc008128,-1,-1,1,-1
doc008129,-1,-1,1,-1
doc008130,-1,-1,1,-1
doc008131,-1,-1,1,-1
doc008132,1,-1,1,-1
doc008133,-1,-1,1,-1
doc008134,-1,-1,1,-1
doc008135,1,-1,1,-1
doc008136,-1,-1,-1,-1
doc008137,-1,-1,1,-1
doc008138,1,-1,-1,-1
doc008139,1,-1,-1,-1
doc008140,-1,-1,1,-1
doc008141,1,-1,-1,-1
doc008142,-1,-1,1,-1
doc008143,-1,-1,1,-1
doc008144,1,1,-1,-1
doc008145,-1,-1,-1,-1
doc008146,-1,-1,-1,-1
doc008147,-1,-1,-1,-1
doc008148,-1,-1,1,-1
doc008149,-1,-1,1,-1
doc008150,1,-1,1,-1
doc008151,1,-1,1,-1
doc008152,-1,-1,1,-1
doc008153,1,-1,1,-1
doc008154,1,-1,1,-1
doc008155,-1,-1,1,-1
doc008156,1,-1,1,-1
doc008157,1,-1,1,-1
doc008158,-1,-1,1,-1
doc008159,1,-1,-1,1
doc008160,-1,-1,-1,-1
doc008161,1,-1,-1,1
doc008162,-1,1,-1,-1
doc008163,1,1,1,-1
doc008164,1,1,-1,1
doc008165,-1,1,-1,-1
doc008166,-1,1,-1,-1
doc008167,-1,1,-1,-1
doc008168,-1,1,-1,-1
doc008169,1,-1,-1,-1
doc008170,-1,1,-1,-1
doc008171,-1,1,-1,-1
doc008172,-1,1,-1,-1
doc008173,1,-1,-1,-1
doc008174,-1,1,-1,-1
doc008175,1,1,-1,-1
doc008176,-1,-1,1,-1
doc008177,-1,1,-1,-1
doc008178,1,-1,-1,1
doc008179,1,-1,-1,1
doc008180,1,-1,-1,1
doc008181,1,-1,-1,1
doc008182,1,-1,-1,-1
doc008183,1,-1,-1,1
doc008184,-1,1,-1,-1
doc008185,1,-1,-1,-1
doc008186,1,1,-1,-1
doc008187,1,-1,-1,-1
doc008188,1,-1,-1,-1
doc008189,1,-1,-1,-1
doc008190,1,-1,-1,-1
doc008191,1,-1,-1,-1
doc008192,-1,-1,-1,-1
doc008193,-1,1,-1,-1
doc008194,-1,-1,1,-1
doc008195,1,-1,-1,-1
doc008196,1,-1,-1,1
doc008197,-1,-1,1,-1
doc008198,-1,-1,-1,-1
doc008199,1,-1,-1,1
doc008200,1,-1,-1,-1
doc008201,1,-1,-1,1
doc008202,1,-1,-1,1
doc008203,1,-1,-1,1
doc008204,1,-1,-1,1
doc008205,1,-1,-1,1
doc008206,1,-1,-1,1
doc008207,1,-1,-1,1
doc008208,1,-1,-1,1
doc008209,1,-1,-1,1
doc008210,1,-1,-1,1
doc008211,1,-1,-1,1
doc008212,1,-1,-1,1
doc008213,1,-1,-1,1
doc008214,1,-1,-1,1
doc008215,1,-1,-1,1
doc008216,1,-1,-1,1
doc008217,1,-1,-1,-1
doc008218,1,-1,-1,-1
doc008219,1,-1,-1,-1
doc008220,1,-1,-1,1
doc008221,1,-1,-1,1
doc008222,1,-1,-1,1
doc008223,1,-1,-1,1
doc008224,1,-1,-1,-1
doc008225,1,-1,-1,1
doc008226,1,-1,-1,1
doc008227,1,1,-1,-1
doc008228,1,-1,-1,1
doc008229,-1,1,-1,-1
doc008230,1,-1,-1,-1
doc008231,1,-1,-1,-1
doc008232,1,-1,-1,1
doc008233,1,-1,-1,1
doc008234,1,-1,-1,1
doc008235,1,-1,-1,1
doc008236,1,1,-1,-1
doc008237,1,-1,-1,-1
doc008238,1,-1,-1,-1
doc008239,1,-1,-1,-1
doc008240,-1,-1,1,-1
doc008241,1,-1,-1,-1
doc008242,-1,-1,1,-1
doc008243,1,-1,-1,1
doc008244,-1,-1,1,-1
doc008245,1,-1,-1,1
doc008246,1,-1,-1,-1
doc008247,1,1,-1,-1
doc008248,1,1,-1,-1
doc008249,-1,-1,1,-1
doc008250,1,-1,-1,1
doc008251,1,-1,-1,-1
doc008252,1,-1,-1,-1
doc008253,1,-1,-1,-1
doc008254,1,-1,-1,-1
doc008255,1,-1,-1,-1
doc008256,1,-1,-1,1
doc008257,1,-1,-1,-1
doc008258,1,-1,-1,-1
doc008259,1,-1,-1,1
doc008260,1,1,-1,-1
doc008261,1,-1,-1,1
doc008262,1,-1,-1,1
doc008263,1,-1,-1,-1
doc008264,1,-1,-1,1
doc008265,1,-1,-1,-1
doc008266,1,-1,-1,-1
doc008267,1,-1,-1,1
doc008268,1,-1,-1,1
doc008269,1,-1,-1,1
doc008270,1,-1,-1,1
doc008271,1,-1,-1,1
doc008272,1,-1,-1,1
doc008273,1,-1,-1,1
doc008274,1,-1,-1,-1
doc008275,1,-1,-1,1
doc008276,-1,-1,1,-1
doc008277,1,-1,-1,1
doc008278,1,1,-1,-1
doc008279,1,-1,-1,1
doc008280,1,-1,-1,-1
doc008281,1,-1,-1,1
doc008282,1,-1,-1,1
doc008283,-1,-1,-1,-1
doc008284,1,-1,-1,1
doc008285,1,-1,-1,1
doc008286,1,-1,-1,-1
doc008287,1,-1,-1,1
doc008288,1,-1,-1,-1
doc008289,1,-1,-1,1
doc008290,-1,-1,1,-1
doc008291,1,-1,-1,1
doc008292,1,-1,-1,1
doc008293,1,-1,-1,1
doc008294,1,-1,-1,-1
doc008295,1,-1,-1,1
doc008296,1,-1,-1,1
doc008297,1,-1,-1,1
doc008298,1,-1,-1,-1
doc008299,1,-1,-1,1
doc008300,1,-1,-1,-1
doc008301,1,-1,-1,1
doc008302,1,-1,-1,1
doc008303,1,-1,-1,1
doc008304,1,-1,-1,1
doc008305,1,-1,-1,-1
doc008306,1,-1,-1,-1
doc008307,1,-1,-1,-1
doc008308,1,-1,-1,-1
doc008309,1,-1,-1,-1
doc008310,1,1,-1,-1
doc008311,1,1,-1,-1
doc008312,-1,1,-1,-1
doc008313,1,-1,-1,-1
doc008314,1,-1,-1,1
doc008315,-1,1,-1,-1
doc008316,1,-1,-1,1
doc008317,1,-1,-1,1
doc008318,-1,-1,1,-1
doc008319,1,1,-1,-1
doc008320,1,1,-1,-1
doc008321,-1,-1,1,-1
doc008322,-1,-1,-1,-1
doc008323,1,-1,-1,1
doc008324,-1,-1,1,-1
doc008325,-1,-1,1,-1
doc008326,-1,-1,1,-1
doc008327,-1,1,-1,-1
doc008328,-1,-1,1,-1
doc008329,-1,-1,1,-1
doc008330,-1,-1,1,-1
doc008331,-1,-1,-1,-1
doc008332,-1,1,-1,-1
doc008333,-1,1,-1,-1
doc008334,-1,1,-1,-1
doc008335,-1,1,-1,-1
doc008336,-1,1,-1,-1
doc008337,1,-1,-1,-1
doc008338,1,-1,-1,1
doc008339,-1,-1,1,-1
doc008340,-1,-1,1,-1
doc008341,1,-1,1,-1
doc008342,-1,-1,1,-1
doc008343,1,-1,-1,1
doc008344,1,-1,-1,1
doc008345,-1,1,-1,-1
doc008346,-1,-1,-1,-1
doc008347,-1,-1,1,-1
doc008348,-1,-1,1,-1
doc008349,1,-1,-1,-1
doc008350,-1,-1,1,-1
doc008351,-1,-1,1,-1
doc008352,-1,-1,1,-1
doc008353,-1,1,-1,-1
doc008354,-1,-1,1,-1
doc008355,-1,-1,1,-1
doc008356,-1,-1,1,-1
doc008357,-1,-1,1,-1
doc008358,-1,-1,1,-1
doc008359,1,-1,-1,1
doc008360,-1,-1,1,-1
doc008361,1,-1,-1,1
doc008362,-1,1,-1,-1
doc008363,-1,1,-1,-1
doc008364,1,-1,-1,1
doc008365,1,-1,-1,-1
doc008366,1,-1,1,-1
doc008367,-1,1,-1,-1
doc008368,-1,-1,1,-1
doc008369,-1,1,-1,-1
doc008370,1,-1,-1,1
doc008371,-1,1,-1,-1
doc008372,-1,-1,-1,-1
doc008373,-1,-1,1,-1
doc008374,-1,1,-1,-1
doc008375,-1,-1,-1,-1
doc008376,-1,-1,1,-1
doc008377,1,-1,-1,-1
doc008378,-1,-1,1,-1
doc008379,-1,-1,1,-1
doc008380,1,-1,-1,-1
doc008381,-1,-1,1,-1
doc008382,-1,-1,1,-1
doc008383,-1,-1,1,-1
doc008384,1,-1,-1,1
doc008385,-1,-1,1,-1
doc008386,-1,1,-1,-1
doc008387,1,-1,-1,-1
doc008388,-1,1,-1,-1
doc008389,-1,1,-1,-1
doc008390,-1,1,-1,-1
doc008391,-1,-1,1,-1
doc008392,-1,1,-1,-1
doc008393,1,-1,-1,1
doc008394,-1,-1,1,-1
doc008395,-1,1,1,-1
doc008396,1,-1,-1,1
doc008397,-1,-1,1,-1
doc008398,1,-1,-1,1
doc008399,1,-1,-1,1
doc008400,1,-1,-1,-1
doc008401,1,-1,-1,1
doc008402,1,-1,-1,1
doc008403,-1,1,-1,-1
doc008404,-1,-1,1,-1
doc008405,1,-1,-1,1
doc008406,1,-1,-1,1
doc008407,1,-1,-1,-1
doc008408,1,-1,-1,-1
doc008409,1,-1,-1,1
doc008410,-1,1,-1,-1
doc008411,-1,1,-1,-1
doc008412,1,-1,-1,1
doc008413,1,-1,-1,1
doc008414,-1,1,1,-1
doc008415,-1,-1,1,-1
doc008416,1,-1,-1,1
doc008417,-1,1,-1,-1
doc008418,1,-1,-1,1
doc008419,1,-1,-1,1
doc008420,1,-1,1,-1
doc008421,1,-1,-1,-1
doc008422,1,-1,-1,-1
doc008423,1,-1,-1,-1
doc008424,1,-1,-1,1
doc008425,1,-1,-1,-1
doc008426,1,-1,-1,-1
doc008427,1,-1,-1,1
doc008428,1,-1,-1,1
doc008429,1,-1,-1,1
doc008430,1,-1,-1,1
doc008431,1,-1,-1,1
doc008432,-1,-1,1,-1
doc008433,-1,-1,-1,-1
doc008434,1,-1,-1,1
doc008435,-1,-1,-1,-1
doc008436,-1,-1,1,-1
doc008437,1,-1,-1,1
doc008438,-1,-1,1,-1
doc008439,1,-1,-1,-1
doc008440,-1,-1,1,-1
doc008441,-1,-1,1,-1
doc008442,-1,1,-1,-1
doc008443,-1,1,-1,-1
doc008444,-1,1,-1,-1
doc008445,1,-1,-1,1
doc008446,-1,-1,1,-1
doc008447,-1,-1,1,-1
doc008448,-1,-1,1,-1
doc008449,-1,-1,-1,-1
doc008450,-1,1,-1,-1
doc008451,-1,-1,-1,-1
doc008452,1,-1,-1,-1
doc008453,-1,-1,1,-1
doc008454,1,-1,-1,1
doc008455,-1,1,-1,-1
doc008456,1,-1,-1,-1
doc008457,1,-1,-1,1
doc008458,1,-1,-1,1
doc008459,-1,1,1,-1
doc008460,-1,-1,1,-1
doc008461,-1,1,-1,-1
doc008462,-1,-1,1,-1
doc008463,-1,1,-1,-1
doc008464,-1,1,-1,-1
doc008465,-1,-1,-1,-1
doc008466,1,1,-1,-1
doc008467,-1,1,-1,-1
doc008468,-1,-1,1,-1
doc008469,-1,1,1,-1
doc008470,-1,-1,1,-1
doc008471,-1,-1,-1,-1
doc008472,-1,1,-1,-1
doc008473,1,-1,-1,-1
doc008474,-1,-1,-1,-1
doc008475,-1,1,-1,-1
doc008476,-1,1,-1,-1
doc008477,-1,1,-1,-1
doc008478,-1,-1,-1,-1
doc008479,-1,-1,-1,-1
doc008480,-1,1,1,-1
doc008481,1,-1,-1,1
doc008482,1,-1,-1,-1
doc008483,-1,-1,1,-1
doc008484,-1,1,-1,-1
doc008485,1,-1,-1,1
doc008486,1,-1,-1,1
doc008487,-1,-1,1,-1
doc008488,-1,-1,1,-1
doc008489,-1,-1,-1,-1
doc008490,1,-1,1,-1
doc008491,-1,1,-1,-1
doc008492,-1,1,-1,-1
doc008493,1,-1,-1,1
doc008494,1,-1,-1,1
doc008495,-1,1,-1,-1
doc008496,1,-1,-1,1
doc008497,-1,1,-1,-1
doc008498,1,-1,-1,1
doc008499,-1,1,-1,-1
doc008500,1,-1,-1,1
doc008501,1,-1,-1,1
doc008502,-1,1,1,-1
doc008503,1,-1,-1,1
doc008504,1,-1,-1,1
doc008505,-1,1,-1,-1
doc008506,-1,1,-1,-1
doc008507,-1,-1,1,-1
doc008508,-1,-1,1,-1
doc008509,-1,-1,-1,-1
doc008510,-1,-1,1,-1
doc008511,-1,-1,-1,-1
doc008512,-1,-1,-1,-1
doc008513,-1,-1,1,-1
doc008514,1,-1,-1,1
doc008515,1,-1,-1,-1
doc008516,1,-1,-1,-1
doc008517,1,-1,-1,-1
doc008518,1,-1,-1,-1
doc008519,-1,-1,-1,-1
doc008520,1,1,-1,-1
doc008521,-1,1,-1,-1
doc008522,1,-1,1,-1
doc008523,1,-1,-1,1
doc008524,-1,-1,-1,-1
doc008525,-1,-1,-1,-1
doc008526,1,-1,-1,-1
doc008527,-1,-1,-1,-1
doc008528,1,-1,-1,-1
doc008529,-1,-1,-1,-1
doc008531,-1,-1,-1,-1
doc008532,-1,-1,1,-1
doc008533,-1,1,-1,-1
doc008534,-1,1,-1,-1
doc008535,-1,1,-1,-1
doc008536,-1,1,-1,-1
doc008537,-1,1,-1,-1
doc008538,-1,1,-1,-1
doc008539,-1,1,-1,-1
doc008540,-1,1,-1,-1
doc008541,-1,1,-1,-1
doc008542,-1,1,-1,-1
doc008543,-1,1,-1,-1
doc008544,-1,1,-1,-1
doc008545,-1,1,-1,-1
doc008546,-1,1,-1,-1
doc008547,-1,1,-1,-1
doc008548,-1,1,-1,-1
doc008549,-1,1,-1,-1
doc008550,-1,1,-1,-1
doc008551,-1,1,-1,-1
doc008552,-1,1,-1,-1
doc008553,-1,1,-1,-1
doc008554,-1,1,-1,-1
doc008555,-1,1,-1,-1
doc008556,-1,1,-1,-1
doc008557,-1,1,-1,-1
doc008558,-1,1,-1,-1
doc008559,-1,1,-1,-1
doc008560,-1,1,-1,-1
doc008561,-1,1,-1,-1
doc008562,-1,1,-1,-1
doc008563,-1,1,-1,-1
doc008564,-1,1,-1,-1
doc008565,-1,1,-1,-1
doc008566,-1,1,-1,-1
doc008567,-1,1,-1,-1
doc008568,-1,1,-1,-1
doc008569,-1,1,-1,-1
doc008570,-1,1,-1,-1
doc008571,-1,1,-1,-1
doc008572,-1,1,-1,-1
doc008573,-1,1,-1,-1
doc008574,-1,1,-1,-1
doc008575,-1,1,-1,-1
doc008576,-1,1,-1,-1
doc008577,-1,1,-1,-1
doc008578,-1,1,-1,-1
doc008579,-1,1,-1,-1
doc008580,-1,1,-1,-1
doc008581,-1,1,-1,-1
doc008582,-1,1,-1,-1
doc008583,-1,1,-1,-1
doc008584,-1,1,-1,-1
doc008585,-1,1,-1,-1
doc008586,-1,1,-1,-1
doc008587,-1,1,-1,-1
doc008588,-1,1,-1,-1
doc008589,-1,1,-1,-1
doc008590,-1,1,-1,-1
doc008591,-1,1,-1,-1
doc008592,-1,1,-1,-1
doc008593,-1,1,-1,-1
doc008594,-1,1,-1,-1
doc008595,-1,1,-1,-1
doc008596,-1,-1,-1,-1
doc008597,-1,1,-1,-1
doc008598,-1,-1,1,-1
doc008599,1,-1,-1,-1
doc008600,-1,-1,1,-1
doc008601,-1,-1,-1,-1
doc008602,-1,1,-1,-1
doc008603,-1,1,-1,-1
doc008604,-1,1,-1,-1
doc008605,-1,-1,1,-1
doc008606,-1,1,-1,-1
doc008607,-1,1,-1,-1
doc008608,1,-1,-1,-1
doc008609,-1,1,-1,-1
doc008610,-1,-1,-1,-1
doc008611,1,1,-1,-1
doc008612,-1,-1,1,-1
doc008613,1,-1,-1,-1
doc008614,-1,-1,1,-1
doc008615,1,-1,-1,-1
doc008616,1,-1,-1,-1
doc008617,1,-1,-1,-1
doc008618,1,-1,-1,-1
doc008619,-1,-1,-1,-1
doc008620,-1,1,-1,-1
doc008621,-1,-1,1,-1
doc008622,1,-1,-1,-1
doc008623,-1,-1,1,-1
doc008624,-1,-1,1,-1
doc008625,1,-1,1,-1
doc008626,-1,-1,1,-1
doc008627,-1,-1,1,-1
doc008628,1,-1,-1,-1
doc008629,1,-1,-1,-1
doc008630,-1,-1,1,-1
doc008631,-1,1,-1,-1
doc008632,-1,1,-1,-1
doc008633,-1,-1,1,-1
doc008634,1,-1,-1,1
doc008635,-1,-1,1,-1
doc008636,-1,-1,1,-1
doc008637,1,-1,1,-1
doc008638,-1,1,-1,-1
doc008639,-1,-1,1,-1
doc008640,-1,-1,1,-1
doc008641,-1,-1,1,-1
doc008642,-1,-1,1,-1
doc008643,-1,-1,1,-1
doc008644,-1,-1,1,-1
doc008645,-1,-1,-1,-1
doc008646,-1,-1,1,-1
doc008647,1,-1,-1,-1
doc008648,-1,-1,1,-1
doc008649,1,-1,-1,-1
doc008650,1,-1,-1,-1
doc008651,1,-1,-1,-1
doc008652,-1,-1,1,-1
doc008653,-1,-1,-1,-1
doc008654,1,-1,-1,1
doc008655,-1,-1,1,-1
doc008656,1,-1,-1,-1
doc008657,1,-1,-1,-1
doc008658,1,-1,-1,-1
doc008659,1,-1,-1,-1
doc008660,1,-1,-1,1
doc008661,1,-1,-1,1
doc008662,1,-1,-1,1
doc008663,1,-1,-1,1
doc008664,1,-1,-1,-1
doc008665,1,-1,-1,1
doc008666,1,-1,-1,1
doc008667,1,1,-1,-1
doc008668,1,1,-1,-1
doc008669,1,-1,-1,1
doc008670,1,-1,-1,1
doc008671,-1,-1,-1,-1
doc008672,-1,-1,-1,-1
doc008673,-1,-1,-1,-1
doc008674,-1,-1,-1,-1
doc008675,-1,-1,-1,-1
doc008676,1,-1,-1,1
doc008677,-1,-1,1,-1
doc008678,1,-1,-1,-1
doc008679,1,-1,-1,1
doc008680,1,-1,-1,1
doc008681,1,-1,-1,1
doc008682,1,-1,-1,1
doc008683,1,-1,-1,1
doc008684,1,-1,-1,1
doc008685,1,-1,-1,1
doc008686,1,-1,-1,1
doc008687,1,-1,-1,1
doc008688,1,-1,-1,1
doc008689,1,-1,-1,1
doc008690,1,-1,-1,1
doc008691,1,-1,-1,1
doc008692,1,-1,-1,1
doc008693,1,-1,-1,-1
doc008694,1,1,-1,-1
doc008695,1,-1,-1,-1
doc008696,1,-1,-1,-1
